ensembl_transcript_id_version,ensembl_gene_id_version
ENST00000342358,ENSG000001875271
ENST00000620313,ENSG000001875271
ENST00000342695,ENSG000001272495
ENST00000400270,ENSG000001272495
ENST00000392443,ENSG000001272495
ENST00000295548,ENSG000001272495
ENST00000361715,ENSG000001988361
ENST00000361150,ENSG000001988361
ENST00000361828,ENSG000001988361
ENST00000361908,ENSG000001988361
ENST00000361510,ENSG000001988361
ENST00000392436,ENSG000001988361
ENST00000643329,ENSG000001988361
ENST00000646793,ENSG000001988361
ENST00000392437,ENSG000001988361
ENST00000645553,ENSG000001988361
ENST00000232424,ENSG00000114315
ENST00000323830,ENSG00000178772
ENST00000429275,ENSG00000178772
ENST00000347624,ENSG00000172061
ENST00000428839,ENSG00000172061
ENST00000401815,ENSG00000178732
ENST00000439040,ENSG000001336576
ENST00000645538,ENSG000001336576
ENST00000642744,ENSG000001336576
ENST00000645319,ENSG000001336576
ENST00000392432,ENSG000001450148
ENST00000347147,ENSG000001450148
ENST00000381975,ENSG000001450148
ENST00000473092,ENSG000001450148
ENST00000330115,ENSG000001450148
ENST000002652450,ENSG000000418021
ENST00000329759,ENSG00000185112
ENST000003103801,ENSG000001739506
ENST00000437101,ENSG000001739506
ENST00000429994,ENSG000001739506
ENST00000356740,ENSG000001739506
ENST000003267931,ENSG000001143315
ENST00000618471,ENSG000001143315
ENST00000618156,ENSG00000184203
ENST00000625807,ENSG00000184203
ENST00000343267,ENSG00000189058
ENST00000436408,ENSG000001769457
ENST00000447234,ENSG000001769457
ENST000003207360,ENSG000001769457
ENST00000445522,ENSG000001769457
ENST00000349607,ENSG000001451132
ENST00000346145,ENSG000001451132
ENST00000463781,ENSG000001451132
ENST00000475231,ENSG000001451132
ENST00000672548,ENSG000000619381
ENST00000673038,ENSG000000619381
ENST00000678220,ENSG000000619381
ENST00000671753,ENSG000000619381
ENST00000672887,ENSG000000619381
ENST00000673420,ENSG000000619381
ENST00000672024,ENSG000000619381
ENST000003336024,ENSG000000619381
ENST00000428187,ENSG000000619381
ENST00000381916,ENSG000000619381
ENST00000360110,ENSG000000722743
ENST00000420415,ENSG000000722743
ENST00000392396,ENSG000000722743
ENST00000296326,ENSG000001639584
ENST000002963270,ENSG000001639590
ENST00000419333,ENSG000001612172
ENST00000292823,ENSG000001612172
ENST00000431016,ENSG000001612172
ENST00000431391,ENSG00000272741
ENST000003253180,ENSG000002131231
ENST00000442633,ENSG00000273331
ENST00000446879,ENSG000001451076
ENST00000273695,ENSG000001451076
ENST00000454715,ENSG000001451076
ENST00000296328,ENSG000001639602
ENST00000428095,ENSG000001639602
ENST00000318037,ENSG00000163961
ENST00000397537,ENSG00000214097
ENST00000332629,ENSG00000185798
ENST00000429115,ENSG00000185798
ENST00000433160,ENSG00000185798
ENST00000440469,ENSG00000174013
ENST00000311630,ENSG00000174013
ENST00000328557,ENSG00000174004
ENST00000392391,ENSG000001639648
ENST000002963330,ENSG000001639648
ENST00000421265,ENSG000001639648
ENST00000409690,ENSG00000174007
ENST00000399942,ENSG00000174007
ENST00000327134,ENSG000001803700
ENST00000445299,ENSG000001192311
ENST000003234600,ENSG000001192311
ENST00000419026,ENSG000001192311
ENST00000447325,ENSG000001145031
ENST000003212560,ENSG000001145031
ENST00000427641,ENSG000001145031
ENST00000452404,ENSG000001145031
ENST00000422610,ENSG000001145031
ENST00000602845,ENSG00000270170
ENST00000412723,ENSG00000119227
ENST00000443835,ENSG00000119227
ENST000002963500,ENSG000001639752
ENST00000296351,ENSG000001639752
ENST00000346964,ENSG000000757111
ENST00000667157,ENSG000000757111
ENST00000656428,ENSG000000757111
ENST00000663148,ENSG000000757111
ENST00000655488,ENSG000000757111
ENST00000357674,ENSG000000757111
ENST00000671185,ENSG000000757111
ENST00000671246,ENSG000000757111
ENST00000653795,ENSG000000757111
ENST00000656087,ENSG000000757111
ENST00000670455,ENSG000000757111
ENST00000669565,ENSG000000757111
ENST00000661336,ENSG000000757111
ENST00000667104,ENSG000000757111
ENST00000658701,ENSG000000757111
ENST00000661453,ENSG000000757111
ENST00000660898,ENSG000000757111
ENST00000659221,ENSG000000757111
ENST00000657381,ENSG000000757111
ENST00000654737,ENSG000000757111
ENST00000659716,ENSG000000757111
ENST00000660553,ENSG000000757111
ENST00000664991,ENSG000000757111
ENST00000419354,ENSG000000757111
ENST00000670935,ENSG000000757111
ENST00000667971,ENSG000000757111
ENST00000666007,ENSG000000757111
ENST00000661013,ENSG000000757111
ENST00000436682,ENSG000000757111
ENST00000452595,ENSG000000757111
ENST00000662727,ENSG000000757111
ENST00000422288,ENSG000000757111
ENST00000448528,ENSG000000757111
ENST00000443183,ENSG000000757111
ENST00000450955,ENSG000000757111
ENST00000392382,ENSG000000757111
ENST00000656944,ENSG000000757111
ENST00000658155,ENSG000000757111
ENST00000661808,ENSG000000757111
ENST00000392379,ENSG000001612672
ENST00000392378,ENSG000001612672
ENST00000358186,ENSG000001612672
ENST00000441275,ENSG000001612672
ENST000002963430,ENSG000001450166
ENST00000273582,ENSG000001450166
ENST00000449205,ENSG000001450166
ENST00000415708,ENSG000001220683
ENST00000241502,ENSG000001220683
ENST00000424384,ENSG000001220683
ENST00000438796,ENSG000001860014
ENST00000428136,ENSG000001860014
ENST00000425562,ENSG000001860014
ENST00000414675,ENSG000001860014
ENST00000441090,ENSG000001860014
ENST00000334859,ENSG000001860014
ENST00000455191,ENSG000001144734
ENST000002652391,ENSG000001144734
ENST00000453254,ENSG000001144734
ENST00000448864,ENSG000001828997
ENST00000647248,ENSG000001828997
ENST00000482695,ENSG000001856211
ENST00000330198,ENSG000001856211
ENST00000420910,ENSG000001856211
ENST00000332636,ENSG000001856211
ENST00000608255,ENSG00000272602
ENST00000609518,ENSG00000272602
ENST00000509152,ENSG00000272602
ENST00000610261,ENSG00000272602
ENST00000510175,ENSG00000250312
ENST00000609714,ENSG00000250312
ENST00000619749,ENSG000001867772
ENST00000419098,ENSG000001867772
ENST00000240499,ENSG000001311274
ENST00000512994,ENSG000001311274
ENST00000505939,ENSG000001311274
ENST00000506646,ENSG000001829036
ENST00000338977,ENSG000001829036
ENST00000511833,ENSG000001829036
ENST00000453061,ENSG000001742276
ENST00000310340,ENSG000001742276
ENST00000504346,ENSG000001742276
ENST00000503111,ENSG000001742276
ENST00000383028,ENSG000001742276
ENST00000509768,ENSG000001742276
ENST00000610212,ENSG00000273238
ENST00000496514,ENSG000001332563
ENST000002556220,ENSG000001332563
ENST00000429163,ENSG000001332563
ENST00000304312,ENSG000001690200
ENST00000506838,ENSG00000215375
ENST00000505477,ENSG00000215375
ENST00000511290,ENSG00000215375
ENST00000400159,ENSG00000215375
ENST00000322224,ENSG000001690263
ENST00000347950,ENSG000001690263
ENST00000404286,ENSG000001690263
ENST00000515118,ENSG000001690263
ENST00000503156,ENSG000001690263
ENST00000362003,ENSG000001856198
ENST00000400151,ENSG000001856198
ENST00000470161,ENSG000001856198
ENST00000620529,ENSG000001856198
ENST000003040621,ENSG000001689935
ENST00000505203,ENSG000001689935
ENST00000314167,ENSG000001789507
ENST00000511163,ENSG000001789507
ENST00000618573,ENSG000001789507
ENST00000628912,ENSG000001789507
ENST00000264771,ENSG000001274197
ENST00000515740,ENSG000001274197
ENST00000508204,ENSG000001274197
ENST00000622959,ENSG000001274197
ENST00000273814,ENSG000001452144
ENST00000398520,ENSG000001452174
ENST00000622731,ENSG000001452174
ENST00000398516,ENSG000001452174
ENST00000361661,ENSG000001452174
ENST00000247933,ENSG000001274153
ENST00000514224,ENSG000001274153
ENST00000398484,ENSG000001274185
ENST00000510644,ENSG000001274185
ENST00000504138,ENSG000001274185
ENST00000264748,ENSG000001274185
ENST00000382968,ENSG000001782223
ENST00000433731,ENSG000001782223
ENST00000333673,ENSG000001782223
ENST000002909020,ENSG000001596742
ENST00000431380,ENSG000001596742
ENST00000617421,ENSG000001596742
ENST00000382952,ENSG000001596926
ENST000002909210,ENSG000001596926
ENST00000510568,ENSG000001596926
ENST00000629223,ENSG000001596926
ENST00000505177,ENSG000000903166
ENST000002647500,ENSG000000903166
ENST00000303400,ENSG000000903166
ENST00000514708,ENSG000000903166
ENST00000510794,ENSG000000903166
ENST00000505839,ENSG000000903166
ENST00000677428,ENSG000001639459
ENST00000677286,ENSG000001639459
ENST000003898510,ENSG000001639459
ENST00000511216,ENSG000001639459
ENST00000507531,ENSG000001639459
ENST00000512728,ENSG000001639459
ENST00000422806,ENSG00000235608
ENST000003081320,ENSG000001741373
ENST00000489363,ENSG000001741373
ENST00000461064,ENSG000001741373
ENST00000472884,ENSG000001741373
ENST00000489418,ENSG000001639503
ENST00000429429,ENSG000001639503
ENST00000318386,ENSG000001639503
ENST00000488267,ENSG000001639503
ENST00000651472,ENSG000000138101
ENST00000313288,ENSG000000138101
ENST00000652770,ENSG000000138101
ENST00000382936,ENSG000001689361
ENST00000303277,ENSG000001689361
ENST00000536901,ENSG000001689361
ENST00000440486,ENSG000000680780
ENST00000412135,ENSG000000680780
ENST00000481110,ENSG000000680780
ENST00000340107,ENSG000000680780
ENST00000352904,ENSG000000680780
ENST00000302787,ENSG000001689245
ENST00000508803,ENSG000001096859
ENST00000514045,ENSG000001096859
ENST00000398261,ENSG000001096859
ENST00000382892,ENSG000001096859
ENST00000382891,ENSG000001096859
ENST00000420906,ENSG000001096859
ENST00000382895,ENSG000001096859
ENST00000503128,ENSG000001096859
ENST00000512700,ENSG000001096859
ENST00000382888,ENSG000001096859
ENST00000677895,ENSG000001096859
ENST00000542778,ENSG000001850496
ENST00000382882,ENSG000001850496
ENST00000409248,ENSG00000243449
ENST00000409860,ENSG00000243449
ENST00000423729,ENSG00000185818
ENST00000382865,ENSG000001309976
ENST00000511885,ENSG000001309976
ENST00000506763,ENSG00000214367
ENST00000443786,ENSG00000214367
ENST00000243706,ENSG00000214367
ENST00000337190,ENSG000001239337
ENST00000508471,ENSG000001597334
ENST00000290974,ENSG000001597334
ENST00000511071,ENSG000001597334
ENST00000515312,ENSG000001597334
ENST00000515169,ENSG000001597334
ENST00000509171,ENSG000001597334
ENST00000503000,ENSG000001597334
ENST00000635017,ENSG000002061131
ENST00000541204,ENSG000000639786
ENST00000509258,ENSG000000639786
ENST000003142893,ENSG000000639786
ENST00000511859,ENSG000000639786
ENST00000506706,ENSG000000639786
ENST00000511600,ENSG000000639786
ENST00000637812,ENSG000001253866
ENST00000545951,ENSG000001253866
ENST00000382839,ENSG000001253866
ENST00000324666,ENSG000001253866
ENST00000502458,ENSG000001253866
ENST00000505311,ENSG000001253866
ENST00000510267,ENSG000001688845
ENST000003154232,ENSG000001688845
ENST00000503235,ENSG000001688845
ENST00000503393,ENSG000000872667
ENST00000435136,ENSG000000872667
ENST00000511747,ENSG000000872667
ENST00000356331,ENSG000000872667
ENST00000683351,ENSG000000872748
ENST00000398125,ENSG000000872748
ENST000002647581,ENSG000000872748
ENST00000446856,ENSG000000872748
ENST00000513328,ENSG000000872748
ENST00000503455,ENSG000000872748
ENST00000355842,ENSG000000872748
ENST00000651918,ENSG000000872748
ENST00000398123,ENSG000000872748
ENST00000398129,ENSG000000872748
ENST00000514800,ENSG000001097365
ENST00000355443,ENSG000001097365
ENST00000329687,ENSG000001097365
ENST00000508221,ENSG000001097365
ENST00000507555,ENSG000001097365
ENST00000416614,ENSG000000872696
ENST000003142620,ENSG000000872696
ENST00000502735,ENSG000000872696
ENST00000398071,ENSG000000872696
ENST00000398052,ENSG000001253880
ENST00000398051,ENSG000001253880
ENST00000503518,ENSG000001253880
ENST000003451670,ENSG000001253880
ENST00000504933,ENSG000001253880
ENST00000680956,ENSG000001973864
ENST00000681528,ENSG000001973864
ENST000003550721,ENSG000001973864
ENST00000507492,ENSG000001889811
ENST00000438480,ENSG000001889811
ENST00000510580,ENSG000001889811
ENST00000344733,ENSG000001597889
ENST00000382788,ENSG000001597889
ENST00000336727,ENSG000001597889
ENST00000338806,ENSG000001597889
ENST00000382774,ENSG00000109758
ENST00000511533,ENSG00000109758
ENST00000340083,ENSG000001759208
ENST00000507039,ENSG000001759208
ENST00000643608,ENSG000001759208
ENST00000515886,ENSG000001759208
ENST00000650182,ENSG000001639563
ENST00000509482,ENSG00000184160
ENST00000330055,ENSG00000184160
ENST00000296358,ENSG00000163982
ENST00000254742,ENSG000001324062
ENST00000382753,ENSG000001324062
ENST00000343470,ENSG000001452204
ENST00000452476,ENSG000001452204
ENST00000337872,ENSG000001688266
ENST00000421177,ENSG000001688244
ENST00000513555,ENSG000001688244
ENST00000505246,ENSG000001688244
ENST00000506380,ENSG000001688244
ENST00000397958,ENSG000001688244
ENST00000433139,ENSG000001688244
ENST00000621129,ENSG000001688244
ENST00000504171,ENSG000001688244
ENST00000505286,ENSG000001688180
ENST00000306200,ENSG000001688180
ENST00000382723,ENSG00000163132
ENST00000307746,ENSG000001708911
ENST000002829080,ENSG000001529533
ENST00000512636,ENSG000001529533
ENST00000510398,ENSG000001529533
ENST000003444080,ENSG000001730403
ENST00000310917,ENSG000001730403
ENST000002649561,ENSG000000728403
ENST00000509451,ENSG000000728403
ENST000003249892,ENSG000000728325
ENST00000397890,ENSG000000728325
ENST00000512574,ENSG000000728325
ENST00000324058,ENSG000001812155
ENST00000531445,ENSG000001812155
ENST00000409021,ENSG000001529690
ENST00000637373,ENSG000001529690
ENST00000409371,ENSG000001529690
ENST00000282924,ENSG000001529690
ENST00000409831,ENSG000001529690
ENST00000410077,ENSG000001529690
ENST00000636216,ENSG00000284684
ENST00000503569,ENSG000001095015
ENST00000673991,ENSG000001095015
ENST00000682275,ENSG000001095015
ENST00000226760,ENSG000001095015
ENST00000506362,ENSG000001095015
ENST00000684087,ENSG000001095015
ENST00000682059,ENSG000001095015
ENST00000684054,ENSG000001095015
ENST00000684700,ENSG000001095015
ENST00000335585,ENSG000000742114
ENST00000382599,ENSG000000742114
ENST00000506140,ENSG000000742114
ENST00000515571,ENSG000000742114
ENST00000507294,ENSG000000742114
ENST00000504248,ENSG00000013288
ENST00000285599,ENSG00000013288
ENST00000320912,ENSG000001790105
ENST00000617365,ENSG000001790105
ENST00000382581,ENSG000001790105
ENST00000507420,ENSG000001790105
ENST00000635031,ENSG000001708467
ENST00000296370,ENSG00000163993
ENST00000320848,ENSG000001789881
ENST00000320776,ENSG00000186222
ENST00000307659,ENSG000001708712
ENST00000425103,ENSG000001708712
ENST00000448507,ENSG000001324059
ENST00000409757,ENSG000001324059
ENST00000410031,ENSG000001324059
ENST00000451522,ENSG000001324059
ENST00000446947,ENSG000001324059
ENST00000310085,ENSG00000173013
ENST00000310074,ENSG000001730112
ENST00000512388,ENSG000001730112
ENST00000515646,ENSG000001730112
ENST00000264954,ENSG000001095193
ENST00000507866,ENSG000001849856
ENST000003290160,ENSG000001849856
ENST00000319098,ENSG00000178597
ENST00000360265,ENSG000001965261
ENST00000420658,ENSG000001965261
ENST00000358461,ENSG000001965261
ENST00000382543,ENSG000001965261
ENST00000676532,ENSG000001639951
ENST00000361737,ENSG000001639951
ENST00000447017,ENSG000001639951
ENST00000514025,ENSG000001639951
ENST00000545242,ENSG000001639951
ENST00000341937,ENSG000001639951
ENST00000361581,ENSG000001639951
ENST00000407564,ENSG000001639951
ENST00000505872,ENSG000001639951
ENST00000428004,ENSG000001639951
ENST00000508641,ENSG000001250898
ENST00000245105,ENSG000001250898
ENST00000382521,ENSG000001250898
ENST00000457650,ENSG000001250898
ENST00000684698,ENSG000001250898
ENST00000511002,ENSG000001250898
ENST00000307358,ENSG000001708010
ENST00000382512,ENSG000001708010
ENST000003564060,ENSG000000870086
ENST00000413009,ENSG000000870086
ENST00000503233,ENSG000000870086
ENST00000513449,ENSG000001552759
ENST00000389737,ENSG000001552759
ENST00000382487,ENSG000001552692
ENST00000382480,ENSG000001096259
ENST00000315782,ENSG000001096259
ENST00000360986,ENSG000001096259
ENST00000506970,ENSG00000215612
ENST00000400677,ENSG00000215612
ENST00000512047,ENSG00000229924
ENST00000417945,ENSG00000231396
ENST00000457736,ENSG00000233136
ENST00000415041,ENSG00000227551
ENST00000429667,ENSG00000232399
ENST00000456464,ENSG00000223569
ENST00000511568,ENSG00000249104
ENST00000504209,ENSG00000250844
ENST00000515566,ENSG00000248920
ENST00000506151,ENSG00000250745
ENST00000506414,ENSG00000249811
ENST00000511280,ENSG00000248933
ENST00000506619,ENSG00000250913
ENST00000504481,ENSG00000232264
ENST00000509271,ENSG00000230430
ENST00000509660,ENSG00000229579
ENST00000507227,ENSG00000227140
ENST00000515574,ENSG00000235780
ENST00000504543,ENSG00000231051
ENST00000511681,ENSG00000231637
ENST00000504104,ENSG00000228856
ENST00000334879,ENSG00000186146
ENST00000264784,ENSG000001096672
ENST00000506583,ENSG000001096672
ENST00000309065,ENSG000001096672
ENST00000304374,ENSG00000169676
ENST00000499869,ENSG000000711277
ENST00000382451,ENSG000000711277
ENST00000382452,ENSG000000711277
ENST00000502702,ENSG000000711277
ENST00000326756,ENSG00000178163
ENST000002269511,ENSG000001096845
ENST00000515667,ENSG000001096845
ENST00000442825,ENSG000001096845
ENST00000507719,ENSG000001096845
ENST00000002596,ENSG000000025870
ENST000003308520,ENSG000001578696
ENST00000288723,ENSG000001578696
ENST00000338176,ENSG000001578696
ENST00000630951,ENSG000001578696
ENST00000382438,ENSG00000109705
ENST000000407380,ENSG000000382193
ENST00000538197,ENSG000001374497
ENST00000507071,ENSG000001374497
ENST00000345451,ENSG000001374497
ENST00000382395,ENSG000001374497
ENST00000382401,ENSG000001374497
ENST00000442003,ENSG000001374497
ENST00000295297,ENSG000001631453
ENST00000429690,ENSG000001631453
ENST00000444304,ENSG000001631453
ENST00000515124,ENSG000000483428
ENST00000512702,ENSG000000483428
ENST00000503292,ENSG000000483428
ENST00000424120,ENSG000000483428
ENST00000507954,ENSG000000483428
ENST00000514450,ENSG000000483428
ENST00000503658,ENSG000000483428
ENST000003896521,ENSG000000483428
ENST00000674945,ENSG000000483428
ENST00000506643,ENSG000000483428
ENST00000652443,ENSG000000483428
ENST00000651385,ENSG000000483428
ENST00000341285,ENSG000001185645
ENST00000412094,ENSG000001185645
ENST00000504137,ENSG00000237765
ENST00000505260,ENSG00000237765
ENST00000422728,ENSG00000237765
ENST00000265016,ENSG000001097431
ENST00000382346,ENSG000001097431
ENST00000226279,ENSG000000044683
ENST00000382333,ENSG00000137440
ENST00000259989,ENSG00000137441
ENST00000447510,ENSG000000070622
ENST00000505450,ENSG000000070622
ENST00000508167,ENSG000000070622
ENST00000510224,ENSG000000070622
ENST00000539194,ENSG000000070622
ENST00000540805,ENSG000000070622
ENST00000675613,ENSG000000070622
ENST00000675377,ENSG000000070622
ENST00000405303,ENSG000001697627
ENST00000515064,ENSG000001697443
ENST00000441778,ENSG000001697443
ENST000003045230,ENSG000001697443
ENST00000502640,ENSG000001697443
ENST00000513615,ENSG000001515522
ENST000002812430,ENSG000001515522
ENST00000428702,ENSG000001515522
ENST00000508623,ENSG000001515522
ENST00000511148,ENSG00000249581
ENST00000226299,ENSG000000025493
ENST00000618908,ENSG000000025493
ENST00000606142,ENSG000000025493
ENST000002373802,ENSG000001185793
ENST00000265018,ENSG00000047662
ENST00000382247,ENSG000001632571
ENST00000251496,ENSG000001098050
ENST00000326877,ENSG000001781776
ENST00000635767,ENSG000001781776
ENST00000675143,ENSG000001781776
ENST00000382224,ENSG000001781776
ENST00000382226,ENSG000001781776
ENST00000674942,ENSG000001781776
ENST00000504154,ENSG000001451470
ENST00000503823,ENSG000001451470
ENST00000622093,ENSG000001451470
ENST00000273739,ENSG000001451470
ENST00000503837,ENSG000001451470
ENST00000360916,ENSG000001631389
ENST000002952902,ENSG000001631389
ENST00000444671,ENSG000001631389
ENST00000502374,ENSG000001631389
ENST00000503585,ENSG000001631389
ENST00000502938,ENSG000001631389
ENST00000507634,ENSG000001631389
ENST00000513459,ENSG000001631389
ENST00000382152,ENSG000001857746
ENST00000359001,ENSG000001857746
ENST00000382148,ENSG000001857746
ENST00000447367,ENSG000001857746
ENST00000382150,ENSG000001857746
ENST00000509207,ENSG000001857746
ENST00000382149,ENSG000001857746
ENST000003343040,ENSG000001529904
ENST00000508133,ENSG000001529904
ENST00000502482,ENSG000001529904
ENST00000613293,ENSG00000249948
ENST00000610628,ENSG00000249948
ENST00000264867,ENSG00000109819
ENST00000613098,ENSG00000109819
ENST00000617484,ENSG00000109819
ENST00000612355,ENSG00000109819
ENST00000507380,ENSG00000109819
ENST00000336812,ENSG000001096063
ENST00000382120,ENSG00000109610
ENST00000504487,ENSG000001819829
ENST00000635206,ENSG000001819829
ENST00000389609,ENSG000001819829
ENST00000502801,ENSG000001819829
ENST00000382114,ENSG000001530122
ENST00000382103,ENSG000001096183
ENST00000681948,ENSG000001096183
ENST00000512921,ENSG000000382104
ENST00000264864,ENSG000000382104
ENST00000302874,ENSG000001682285
ENST00000612982,ENSG000001682285
ENST00000315368,ENSG000000539001
ENST00000510092,ENSG000000539001
ENST00000645788,ENSG000001577653
ENST00000504570,ENSG000001577653
ENST00000382051,ENSG000001577653
ENST00000503434,ENSG000001577653
ENST00000399878,ENSG000000914901
ENST00000264868,ENSG000000914901
ENST00000502949,ENSG000000914901
ENST00000614775,ENSG00000250317
ENST00000506197,ENSG00000250317
ENST00000514384,ENSG00000250317
ENST00000342295,ENSG000001682141
ENST00000512671,ENSG000001682141
ENST00000345843,ENSG000001682141
ENST000003615720,ENSG000001682141
ENST00000348160,ENSG000001682141
ENST00000680140,ENSG000001682141
ENST00000355476,ENSG000001682141
ENST00000681484,ENSG000001682141
ENST00000505958,ENSG000001682141
ENST00000507561,ENSG000001682141
ENST00000680928,ENSG000001682141
ENST00000681093,ENSG000001682141
ENST00000504423,ENSG000001682141
ENST00000504907,ENSG000001682141
ENST00000342320,ENSG000001682141
ENST00000681264,ENSG000001682141
ENST00000295589,ENSG00000163394
ENST00000264866,ENSG000001096801
ENST00000511789,ENSG000001096801
ENST00000467011,ENSG000001096899
ENST00000465503,ENSG000001096899
ENST00000467087,ENSG000001096899
ENST00000361762,ENSG000001698515
ENST00000543491,ENSG000001698515
ENST00000303965,ENSG000000473652
ENST00000618163,ENSG000000473652
ENST00000639862,ENSG000001970570
ENST00000357504,ENSG000001970570
ENST00000507598,ENSG000001970570
ENST00000456874,ENSG000001970570
ENST00000309447,ENSG00000174145
ENST00000381980,ENSG000001542745
ENST00000508175,ENSG000001542745
ENST00000284437,ENSG000001542745
ENST00000314117,ENSG000001818260
ENST00000454158,ENSG000001818260
ENST00000625312,ENSG000001692994
ENST00000381967,ENSG000001692994
ENST00000261439,ENSG000000658826
ENST00000508802,ENSG000000658826
ENST00000402522,ENSG000000658826
ENST00000615497,ENSG000000658826
ENST00000504686,ENSG00000250254
ENST00000514033,ENSG000001097873
ENST000002614380,ENSG000001097873
ENST00000308973,ENSG000001741231
ENST00000613579,ENSG000001741231
ENST00000361424,ENSG000001741231
ENST00000622002,ENSG000001741231
ENST00000506111,ENSG000001741231
ENST00000508334,ENSG000001741231
ENST00000308979,ENSG00000174125
ENST00000502213,ENSG00000174125
ENST00000436693,ENSG000001741302
ENST00000381950,ENSG000001741302
ENST00000610323,ENSG000001741302
ENST00000515037,ENSG000001977122
ENST00000358869,ENSG000001977122
ENST00000381938,ENSG00000121895
ENST00000261425,ENSG000001097908
ENST00000508137,ENSG000001097908
ENST00000504108,ENSG000001097908
ENST00000381930,ENSG000001097908
ENST000002614260,ENSG000001097908
ENST00000399820,ENSG000001577968
ENST00000506503,ENSG000001577968
ENST00000349703,ENSG000000359286
ENST00000381897,ENSG000000359286
ENST00000639695,ENSG000000359286
ENST00000257408,ENSG00000134962
ENST00000645496,ENSG000001636827
ENST000002959554,ENSG000001636827
ENST00000503277,ENSG000001636827
ENST00000449470,ENSG000001636827
ENST00000508595,ENSG000001636827
ENST00000509519,ENSG000001218975
ENST00000640888,ENSG000001218975
ENST00000424936,ENSG000001218975
ENST00000381846,ENSG000001218975
ENST00000513731,ENSG000001218975
ENST00000261434,ENSG000001218975
ENST00000340169,ENSG000001218975
ENST00000638451,ENSG000001218975
ENST000003164231,ENSG000001098142
ENST00000501493,ENSG000001098142
ENST00000506179,ENSG000001098142
ENST00000507089,ENSG000001098142
ENST000002959580,ENSG000001636832
ENST00000511809,ENSG000001636832
ENST000002614270,ENSG000000781404
ENST00000503368,ENSG000000781404
ENST00000445950,ENSG000000781404
ENST000003035383,ENSG000001218925
ENST00000503396,ENSG000001218925
ENST000002614351,ENSG000000781774
ENST00000505618,ENSG000001684213
ENST00000615577,ENSG000001684213
ENST00000613272,ENSG000001684213
ENST00000617441,ENSG000001684213
ENST00000622175,ENSG000001684213
ENST00000619474,ENSG000001684213
ENST00000615083,ENSG000001684213
ENST00000610353,ENSG000001684213
ENST00000614836,ENSG000001684213
ENST000003817990,ENSG000001684213
ENST00000310169,ENSG00000174343
ENST00000381793,ENSG000001636945
ENST000003817950,ENSG000001636945
ENST000002959712,ENSG000001636945
ENST00000514014,ENSG000001636945
ENST00000316607,ENSG000001792997
ENST00000381782,ENSG000001792997
ENST00000508593,ENSG000001636977
ENST000002959742,ENSG000001636977
ENST00000543538,ENSG000001636977
ENST00000513140,ENSG000001636977
ENST00000502841,ENSG000001636977
ENST00000506352,ENSG000001636977
ENST00000504305,ENSG000001636977
ENST00000503431,ENSG000001542773
ENST00000284440,ENSG000001542773
ENST00000508768,ENSG000001542773
ENST00000512788,ENSG000001542773
ENST00000513024,ENSG000000640428
ENST00000509638,ENSG000000640428
ENST00000508501,ENSG000000640428
ENST00000512946,ENSG000000640428
ENST000003138601,ENSG000000640428
ENST00000512632,ENSG000000640428
ENST00000512820,ENSG000000640428
ENST00000503057,ENSG000000640428
ENST00000511496,ENSG000000640428
ENST00000514096,ENSG000000640428
ENST00000509277,ENSG000000640428
ENST00000509454,ENSG000000640428
ENST00000396595,ENSG000000640428
ENST00000381753,ENSG000000640428
ENST00000226382,ENSG00000109132
ENST00000513702,ENSG000001091333
ENST00000325094,ENSG000001091333
ENST00000504986,ENSG000001091333
ENST00000333141,ENSG00000182308
ENST000002644512,ENSG000000148244
ENST00000502486,ENSG000001888486
ENST00000504360,ENSG000001888486
ENST00000611697,ENSG000001888486
ENST00000319234,ENSG00000178343
ENST00000381668,ENSG000001244066
ENST000002644494,ENSG000001244066
ENST00000510289,ENSG000001244066
ENST00000399770,ENSG00000215203
ENST00000360029,ENSG00000183783
ENST00000415895,ENSG000001777525
ENST00000281543,ENSG000001518064
ENST00000295448,ENSG000001632812
ENST00000507917,ENSG000001632812
ENST00000507534,ENSG000001632812
ENST00000509756,ENSG000001632812
ENST00000295452,ENSG00000163285
ENST00000381620,ENSG000001518346
ENST00000510861,ENSG000001518346
ENST00000514090,ENSG000001518346
ENST00000356504,ENSG000001518346
ENST00000540012,ENSG000001518346
ENST00000507069,ENSG000001518346
ENST00000515082,ENSG000001518346
ENST00000507460,ENSG000001518346
ENST00000396533,ENSG000001705167
ENST00000355591,ENSG000001705167
ENST00000543208,ENSG000001705167
ENST00000264318,ENSG000001091581
ENST00000295454,ENSG000001632884
ENST00000381571,ENSG000001690191
ENST00000273859,ENSG000001452464
ENST00000504445,ENSG000001452464
ENST00000610355,ENSG000001452442
ENST00000273857,ENSG000001452442
ENST00000508498,ENSG000001452442
ENST00000502252,ENSG000001452442
ENST00000505909,ENSG000001452442
ENST00000504584,ENSG000001452442
ENST00000329043,ENSG000001704482
ENST00000507489,ENSG000001704482
ENST00000381538,ENSG000001704482
ENST000002954610,ENSG000001632932
ENST00000402813,ENSG000001985156
ENST00000514170,ENSG000001985156
ENST00000420489,ENSG000001985156
ENST00000264316,ENSG000000749661
ENST00000507351,ENSG000000749661
ENST00000381501,ENSG000001356053
ENST000002643131,ENSG000001091715
ENST00000512093,ENSG000001091715
